"","x"
"1",1.22963230812163
"2",1.43878120120179
"3",1.2061179751256
"4",1.36472696286425
"5",1.17771319083282
"6",0.264109543821028
"7",0.264109543821028
"8",0.264109543821028
"9",0.264109543821028
"10",0.264109543821028
"11",0.270889743728369
"12",0.291568476230777
"13",0.291568476230777
"14",0.291568476230777
"15",0.291568476230777
"16",1.2295730763652
"17",1.43842699583484
"18",1.2060169254746
"19",1.36418082715456
"20",1.17732222666086
"21",0.252125367024188
"22",0.252125367024188
"23",0.252125367024188
"24",0.252125367024188
"25",0.252125367024188
"26",0.252125367024188
"27",0.252125367024188
"28",0.252125367024188
"29",0.252125367024188
"30",0.252125367024188
