"","x"
"1",0.189621885951284
"2",0.271364607979389
"3",0.243784160940606
"4",0.175568360104483
"5",0.155780645167959
"6",0.115956280085161
"7",0.115956280085161
"8",0.115956280085161
"9",0.115956280085161
"10",0.115956280085161
"11",0.115956280085161
"12",0.117113896273476
"13",0.286976694886831
"14",0.22385851619204
"15",0.149717109751984
"16",0.186619166493248
"17",0.273362956425365
"18",0.2413633884034
"19",0.173887126790892
"20",0.153525403685881
"21",0.0927808043482545
"22",0.0927808043482545
"23",0.0927808043482545
"24",0.0927808043482545
"25",0.0927808043482545
"26",0.0927808043482545
"27",0.0927808043482545
"28",0.0927808043482545
"29",0.0927808043482545
"30",0.0927808043482545
