"","x"
"1",0.0465932974754788
"2",0.109371519785247
"3",0.0712374004495699
"4",0.102921316536701
"5",0.0899747935218176
"6",0.0841506293501337
"7",0.0841506293501337
"8",0.0841506293501337
"9",0.0841506293501337
"10",0.0841506293501337
"11",0.0841506293501337
"12",0.125827519821092
"13",0.12085928894243
"14",0.12085928894243
"15",0.27488069935991
"16",0.0258342242610382
"17",0.111728376227404
"18",0.0616339971550914
"19",0.1048187381631
"20",0.0865944643447527
"21",0.0244076673314436
"22",0.0244076673314436
"23",0.0244076673314436
"24",0.0244076673314436
"25",0.0244076673314436
"26",0.0244076673314436
"27",0.0244076673314436
"28",0.0244076673314436
"29",0.0244076673314436
"30",0.0244076673314436
