"","x"
"1",0.09855552572233
"2",0.217748394437194
"3",0.238372015948766
"4",0.21265956757219
"5",0.136470545446748
"6",0.0788717625121268
"7",0.0788717625121268
"8",0.0789639108752611
"9",0.0785498492817463
"10",0.08066359893903
"11",0.0769046416977309
"12",0.108115937031968
"13",0.108115937031968
"14",0.108115937031968
"15",0.102039900077405
"16",0.0901260771588722
"17",0.221661706134935
"18",0.23499841808232
"19",0.209981711209095
"20",0.134346930861439
"21",0.00201430803534569
"22",0.00201430803534569
"23",0.00201430803534569
"24",0.00201430803534569
"25",0.00201430803534569
"26",0.00201430803534569
"27",0.00201430803534569
"28",0.00201430803534569
"29",0.00201430803534569
"30",0.00201430803534569
