"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"result.1",0.923429839829446,0.985218079801475,0.580905178517982,0.578321417771039,0.872546017127204,0.919593672920346,0.862544030289676,0.779610657583927,0.76276124570195,0.750746476640651,0.278726902895057,0.317424138277711,0.238470541813264,0.243852218488254,0.253990879426776,0.270135863621845,0.270798102155361,0.274873663629429,0.287008032035117,0.271967040796822,0.892312686902441,0.284245226797775
"result.2",1.03339954874155,1.07579082340972,1.18968580546413,1.08982724949259,0.931958463047402,0.944132696582075,0.963630874697982,0.966679403349952,1.17988541053128,1.09957880014363,0.434846589836353,0.519007788799002,0.589330235128242,0.531890210602995,0.351145027263775,0.417438639505414,0.341619744728797,0.434089424898291,0.371413862883839,0.389378797203071,1.13615362211003,0.364503462975662
"result.3",1.01166936376157,0.889094524124517,0.859112604509431,0.849893974897083,0.856123355215336,1.32918473067475,1.41234203004801,1.39924597115735,1.56663722016979,1.54728181978793,0.341757592217296,0.323414047441644,0.326342982553716,0.366724290092135,0.354444166030277,0.380063485577613,0.359547366659201,0.377245508399508,0.376011463592599,0.378242875423438,1.55162180800804,0.369337006998208
"result.4",1.3087220320718,1.31982780006994,0.970362912422527,1.21442045877255,1.16907631022553,1.33687374340167,1.01709962558562,0.933744791172639,1.19739901630533,0.941149993507584,0.294417633105331,0.301124863601889,0.263678224289172,0.285304112253197,0.291147685437559,0.29243433041746,0.266882415282071,0.247362270587068,0.262415118854127,0.259691149918792,1.06841606558778,0.306223820896552
"result.5",1.64395754971591,0.986337336541566,1.45523963334393,0.913877902523814,0.945291881984747,0.793564077060857,0.796547655160799,0.745838429830808,0.787876660915377,0.758416512853831,0.485097826564379,0.53534826280236,0.394329572657748,0.482086366166216,0.506925578267406,0.397531909073383,0.402633153364166,0.368873458932053,0.39336191136084,0.382737067660939,1.11763099071054,0.545304172210386
"result.6",1.07241308252651,0.845973804911277,0.865824862573308,0.868368402471394,0.879021838208005,0.866464207173817,0.867778525836798,0.88649993809327,1.07989022414915,1.05974067993409,0.572978008054198,0.414406097373582,0.427348299797129,0.416529148607902,0.428964610062432,0.441198332066812,0.440789015719071,0.454925735705165,0.457137790701683,0.444786986368126,1.57202081968201,0.420084181535333
"result.7",1.06199240494238,1.27943484456234,0.98906059997301,0.939625501052975,0.815158457788412,0.766449873208326,0.818802758715456,0.822848661057952,0.7998115892093,0.838812859223417,0.430797160958108,0.383366370159926,0.418482016173075,0.403719518215318,0.420279474555601,0.389899302792384,0.418784725930223,0.429728282831033,0.397257665894865,0.442277480349653,0.78566727218432,0.401293473913816
"result.8",0.975056291084908,0.933696332813741,0.883002041112392,0.90414395968352,0.935983446049125,0.918499494928197,0.955689987104639,0.904450408054837,0.911863310139966,0.935256089141451,0.346519409521451,0.32524249344246,0.331745844153784,0.328038624984691,0.261953762395442,0.271381369189106,0.260800103083904,0.263818939245568,0.265962772911256,0.265792354707333,0.916747411613452,0.26515822602859
"result.9",1.10888279377395,1.12219998047757,0.907590042291767,0.930542909437432,0.97908413083692,0.975359554338819,0.97862877645417,0.973456394170028,0.942314803757804,0.979539080347504,0.480016526197374,0.43546124444103,0.304427554812745,0.416191371236576,0.452436346123808,0.427297798568394,0.465775749060901,0.399567100159827,0.400991435187933,0.404619770639939,0.979125535694639,0.415998699129342
"result.10",0.965176446957335,0.998820381275447,0.920585900858847,1.06328714355547,0.929077920676807,1.11562081289676,0.799625268928716,0.861773491615141,0.972445868741371,1.1040866130338,0.414885903927598,0.352978559244431,0.26883025235055,0.292876283272806,0.279705620601004,0.295764390556676,0.288577858050523,0.303009047623676,0.361720104553323,0.355450539168514,1.12616614528618,0.337527813867433
"result.11",0.726620079051432,0.617699199987735,0.587492030774642,0.500480576879861,0.500480576879861,0.483986212323342,0.517760331904777,0.476832780163509,0.51127446923509,1.11973539187323,0.353201520744986,0.327602891312907,0.302642888845217,0.25831321684093,0.25831321684093,0.247260165669805,0.270298920949832,0.242799749965924,0.266100880206708,0.278943781418848,1.0185429466252,0.281915392786827
"result.12",0.659507051059279,0.661667313028075,0.665902901665927,0.71787245680962,0.634953429004965,0.658236010737443,0.654302489718673,0.726467573215552,0.654088759750197,0.771571363818277,0.317759307752573,0.300403443873103,0.32139124800478,0.264059075038238,0.316276319430076,0.312578537974242,0.322129459200494,0.285252456433846,0.340667848985886,0.271998819085598,0.750969242025836,0.274785598973493
"result.13",0.798354116344109,0.834102441759308,0.751770621479416,0.68019371853801,0.604564553972433,0.578999457719226,0.595272088854662,0.663616999109573,0.552999288622542,0.58425395897945,0.395454617821256,0.412192895073477,0.384265200524376,0.347900752171496,0.299663389276815,0.265711543278773,0.271212319180023,0.257568374845285,0.269436637814689,0.253984243639018,0.601070632160253,0.265507767206872
"result.14",0.994957407868209,0.97485896885014,0.94555434514828,0.95812856644057,0.953377154637163,0.953287779386151,1.04793004623734,0.945129441924349,1.00589509058822,1.06805789933407,0.405540813507556,0.419208610579865,0.436199854562004,0.433932008447446,0.383540820841633,0.418254043426715,0.431775519662328,0.417759629038015,0.417413632163296,0.363404932410736,1.36165626309809,0.460074487394299
"result.15",0.781719762534342,0.884733890763397,0.76792194197511,0.756879232260334,0.862843786015646,0.697734808454783,0.841791249933258,0.735244095614727,0.70717375882509,0.736406936412972,0.305532164678137,0.280590801771028,0.326526613460708,0.265538704330754,0.269907613244051,0.28104841640919,0.270909486081892,0.266677720314583,0.277994077362644,0.269195873039238,1.2116653092147,0.369882661471485
"result.16",1.06179269297975,1.03359114631032,0.972391637120698,1.11600206022705,1.011212252821,1.83672096805492,1.08678719898669,1.05926184182278,1.05819500164239,1.05889383877679,0.402354864600433,0.433772024359731,0.430808189640689,0.376391330757976,0.399218856176872,0.40271238921757,0.433931461949253,0.425763410491803,0.419548702123815,0.410508611913079,1.07144913485764,0.401811002609709
