"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"result.1",0.935000040616402,0.942663319956402,0.776289451743724,0.805311012461224,0.755784854255455,0.774770740772363,0.715970742399741,0.772672257829299,0.787900895554245,0.774980938907607,0.419159284983271,0.443512697801833,0.382026264816736,0.391195486917018,0.353691483359639,0.372859099505984,0.328595710131955,0.367239066759796,0.376611464311833,0.343582177724544,1.07513131130432,0.459708287035024
"result.2",0.829596554364738,0.97099946395598,0.988736550699488,0.856762289736895,0.844462946211351,0.800947905532064,0.855321321305538,1.23944999232452,1.09121862117324,0.726309780811304,0.389109302601378,0.390883616301186,0.38237560195844,0.430989559438599,0.371896274871391,0.38618437888871,0.292833209140105,0.318143464253556,0.333854593089912,0.307409868461428,0.740689040718727,0.290843172984147
"result.3",0.619640478434399,0.587755887191612,0.588561921757401,0.556758693868993,0.57814315334684,0.492197322188817,0.543313396981251,0.567035317851538,0.610559759049072,0.62940981165575,0.245248554857939,0.277904856689064,0.279502897967164,0.263094587048733,0.285845580721514,0.256274408478694,0.224154485127274,0.220521897571977,0.211450890165147,0.222921200321214,0.610587911836393,0.212209821924737
"result.4",0.52222914855318,0.498788425866149,0.547159561219764,0.411487955642333,0.367541346021665,0.364240325836239,0.405527444513152,0.412086776945961,0.478965759874559,0.472013006755738,0.235094987645843,0.256219279482666,0.266175579114268,0.213272961709125,0.194145746327382,0.191587049620011,0.213357499453838,0.214675036405258,0.257393990053673,0.237808464823234,0.531452919089338,0.243269918417243
"result.5",1.07907624682153,1.07941473823602,0.705997022303523,0.706764484950775,0.829910585876911,0.734350273083039,1.01045132374606,0.971474636040425,1.24994326811979,1.16240827582631,0.345176786580069,0.342219872677951,0.367804093963949,0.355809905173356,0.396012720655208,0.381906890983685,0.4123221565112,0.384538484040447,0.377785411145234,0.385844642608735,1.41222843518406,0.359505866661874
"result.6",0.730936219821928,0.713463531478506,0.71657581507045,0.705280807795261,0.627354341735725,0.672180056946845,0.587720514637712,0.645680915190593,0.632453753744984,0.625210455091628,0.370551853833835,0.372871342195248,0.361853782615252,0.375936541543725,0.338041941801564,0.366306903960626,0.297945155373295,0.339159486255638,0.338647844536499,0.268891577698659,0.604258270947136,0.285095212094727
"result.7",0.87369712788598,0.785327800334394,0.824972320786282,0.736564899513501,0.766111651042081,0.828044735355438,0.749025334116026,1.13344272036865,1.08587661028389,1.11975515636472,0.440725354805413,0.338813285068244,0.352000281715871,0.333696636572778,0.359383537140177,0.34357124716151,0.3515566817483,0.404637821688323,0.396780140790654,0.393412593403597,1.04637802196851,0.395898457615418
"result.8",0.701129084991416,0.56114525056461,0.70426713768667,0.66358998403786,0.632941207789631,0.581997586028836,0.577517136801671,1.07157087821878,0.989624667608833,1.07157087821878,0.257528201321973,0.308414282221388,0.399744172513977,0.373936873466374,0.358980016512001,0.324962637187458,0.323187139587229,0.298796158816716,0.352633297708889,0.298796158816716,0.981453732303821,0.296209080479643
"result.9",0.714726108630924,0.730493079708892,0.708790760429006,0.701923596338385,0.726407571890585,0.734296488659002,0.740593001570618,0.726703858701766,0.757027476140143,0.725098441652277,0.400988509599499,0.413391914785838,0.382104461736934,0.369413856649691,0.347136843430638,0.348103884009724,0.354030046315554,0.337703248740535,0.34962338481389,0.359535606008541,1.09129922833801,0.401424789738625
"result.10",0.785087513971722,0.830063368896915,0.814647547934376,0.765124486212266,0.675918757045239,0.642560172135306,0.627841834613177,0.600767704294336,0.607215726305293,0.650157711913421,0.415938921384018,0.439566612691491,0.420957577331256,0.39441726621882,0.350341850188874,0.331875955805595,0.325912128418388,0.306611173346913,0.310627981139427,0.342456338665221,0.662781060169189,0.351531524940489
"result.11",0.894539619308609,0.871190376523024,0.717935318158719,0.703304523103851,0.703304523103851,0.703304523103851,1.15754413338868,1.02341500112168,1.05520395229996,1.01808002401321,0.345593128899193,0.362055251785336,0.293576036234682,0.281974367251367,0.281974367251367,0.281974367251367,0.291125848720184,0.264985009233379,0.262879706664412,0.267550616749993,0.988213185842717,0.257276685183583
