"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"result.1",4.22557169931345,3.93375868209694,4.25857645576504,4.1598175145831,4.19172495763525,6.08235052481989,5.36543472018766,4.25532428667812,7.97749858996819,6.71685516976408,1.54277787328588,1.57545705651563,1.55723429964184,1.57536805085103,1.58973211420122,1.27668235745005,1.20183524960379,1.19850410173113,1.51808516030062,1.52405099234841,7.08362685640323,1.6257993925686
"result.2",4.67564045218474,3.39068421783974,4.59317892685154,3.7949530457212,3.79117352641188,3.40824315617434,3.46970048316275,5.53166290251125,4.84666368936962,5.80979386239887,1.48575483415396,1.53588736455071,1.42316850371861,1.41437936703946,1.46083237560121,1.49862808466147,1.55024549337094,1.26369801213152,1.24334006040024,1.55476479973421,5.23657743388921,1.64187453917091
"result.3",1.73667312533183,1.79723894672219,1.97077159022933,1.76982657942778,1.76982657942778,1.75153016897589,1.76049105811193,1.80487989804577,2.49599021003527,1.73569578757722,0.775562063363863,0.848880407036638,0.743441974256436,0.775039413391569,0.775039413391569,0.77364088230629,0.815678239096438,0.853347292148527,0.75472301736225,0.772922034313173,3.47141110109901,0.796154457759861
"result.4",4.59951785622348,4.14950104641717,2.53162201624492,2.33435856786415,2.32624925343753,2.3402548162815,2.38783450746373,2.49677283420981,2.2124445512955,2.44807727106679,1.67276964875289,1.60439736230376,1.29762260637371,1.12126350873936,1.04536446179781,1.19946901375241,1.21518565034536,1.31093083248693,1.09535853237533,1.2722308080841,7.85770237610213,2.00427822195418
"result.5",0.825618555480937,1.3528740470532,0.961001984444581,0.759899180935344,0.807871463417074,0.792562089595171,0.894583560304311,0.778407095221216,0.885782447236457,0.810512404911352,0.444384404683936,0.344453024677999,0.519538858906379,0.392752506582167,0.435414729222442,0.427658653717537,0.491529792500582,0.425177657646156,0.451531875854,0.430992549279548,2.06508564299221,0.959772063486582
"result.6",8.01249467836912,7.97460434842223,7.72005053598831,10.6555293246991,10.7290324598926,8.29850703631026,8.54333758363226,12.3742493890057,12.8369085976085,16.3747520169865,2.49000627433826,2.52567634378866,2.44416452501733,2.28093225568284,2.12843662437544,2.00722437706598,1.98263258714358,2.46221974566422,2.5267731303397,3.23276220557021,15.2412852008832,3.26655228039618
"result.7",1.70669344793985,1.68111081052778,1.70742023329353,1.71662697745471,1.69362644220261,1.70249753807148,2.6440387943084,1.77077118187845,2.7466679488462,3.42790764847029,0.758957453408308,0.761434114625771,0.744331891136012,0.745231771880735,0.764621927006465,0.741889160582027,0.660899317446867,0.722003986814333,0.655306952141819,0.732812283131894,4.68415710809013,1.64161262853582
"result.8",2.19455899332135,2.18077589575926,2.79586851948478,2.97351926578562,2.71278884703803,2.45853822749635,3.01684881476504,2.23520277148045,2.92291515354372,2.6958865443595,1.03362237318811,0.989363850290825,1.03241056523639,0.980658328417911,0.985108952437613,1.0191058481356,1.0020418823794,1.02985886931754,0.988187125446401,0.951721523032476,5.82617232406255,1.46560675248206
"result.9",5.36267864048414,5.24161009121246,5.72318800770816,5.21845037035114,5.11867158927973,4.15562236629402,4.20847100044434,4.26041596510032,4.31854714269278,4.28403664219987,1.85230406529195,1.83566048837131,1.91579204314975,1.92382063823789,1.8426824738785,1.71222861940697,1.66976478588925,1.65911089146731,1.67491928109593,1.59485323170451,11.1103340091119,2.37617455112958
"result.10",5.74970419361504,5.4459358279923,6.51523776389175,5.79576158796519,5.81496976575384,7.97461241899078,5.92457256697465,6.63115635409917,8.7498065611306,8.6194876743465,2.30896932675115,2.35646591734786,2.04943708390604,2.2998582230398,2.36251312438966,1.71161401680455,1.86158452213215,1.86143269690817,1.90203344218981,1.90341309306705,10.0865497720014,2.22744761818723
"result.11",2.32292889409388,1.70472949262343,2.67842521616945,1.30278284500062,1.31821416625406,1.36646554708733,1.33409416084935,1.3587252445077,1.33484519273369,3.39691073636036,0.702378727060067,0.756222541754066,0.705815467609261,0.558965649578141,0.573734496548667,0.597870870262924,0.549223612274107,0.599554224262665,0.585454432182902,0.790554545369267,5.42567859482455,1.05670350695359
