"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"result.1",1.9918431722875,1.84207311330306,0.995820403086686,0.947288993050891,0.985260110301528,0.961489783875321,0.977043434687362,0.971902333564792,1.16414407009079,1.36048860758816,0.430730835431294,0.428051829064897,0.379647308566292,0.365723934458742,0.361540011117329,0.379627145138851,0.37965942202491,0.358823277385148,0.356940346977202,0.344917172104107,1.7141047291564,0.34081981973996
"result.2",1.25926835909592,1.00270316932262,0.996437525576991,1.04063157116064,0.8222026150078,0.803637537111789,1.15016323779152,0.946777918016092,1.13849242529903,1.1901545164331,0.464881095310416,0.499756934485913,0.496273741952268,0.50387065744207,0.432248243149488,0.412454542104378,0.404114015040986,0.413852267817027,0.413347504330569,0.414282729156312,0.853837068602508,0.441696097405662
"result.3",1.00304920960902,0.717252745011473,0.621913011636123,0.699819221937043,0.563167848745083,0.569310509624856,0.710978266864988,0.646847553082475,0.669670306713566,0.689450729193726,0.465140385493146,0.247710028399174,0.270458781399341,0.240177142006175,0.274732555835294,0.257826074067724,0.273425803177109,0.289390560893582,0.360889976152349,0.278657161535283,0.65315421837232,0.290068307493239
"result.4",0.920980408157822,0.901340091735865,0.940003639396387,0.923819735828678,0.924912447154863,0.920003244505235,1.10326930198515,1.09030914731462,0.991134070554474,1.05914345826238,0.483286656199206,0.449930483669859,0.498895974998104,0.431579469044782,0.445168103519925,0.443040081162859,0.403522651028368,0.414541716914062,0.404656017921242,0.38066130927887,1.01764921124046,0.410431236348865
"result.5",1.08727589038557,0.79628601044397,0.676059960717846,0.742417812929003,0.718796252850848,0.743453072314686,0.688736423752563,0.709239841357997,0.687808306059066,0.727366106309154,0.463257272938577,0.407494948305639,0.349708184144017,0.391440029042827,0.377655669109637,0.390607034574202,0.36309305103901,0.368736598759306,0.357776368814159,0.386990255948765,0.716739827154931,0.372015822925704
"result.6",1.98778812602853,1.93225192721285,1.4897242263235,1.49500903681605,1.61004127619822,1.63928693851139,1.68299557820759,1.56716779089774,2.05676650121799,2.0798646369098,0.535415576128259,0.545488831009412,0.461400236892069,0.457563518239524,0.469942571755602,0.433758048989692,0.43480051709432,0.45334654182358,0.476657243581532,0.469335215807311,2.11469568677184,0.491082180691578
"result.7",0.788553793732467,0.835340924441247,0.594855118166405,0.611660965077721,0.624267328994547,0.647917669427482,0.901360053757967,0.949319347698542,1.00044296823862,1.24237114283119,0.39695649587319,0.279651692862119,0.292430027404399,0.313992457386775,0.29025771980339,0.283999591908928,0.285388914927086,0.292144222382075,0.312289632107112,0.328543671813487,0.86083891109429,0.334642462977492
"result.8",0.999097378741338,0.914731203922236,0.952859840280333,0.920532406232509,0.963397835275529,0.914751324653288,0.89570695491107,0.881823817900209,0.886345487425081,1.14626539906351,0.41091173270831,0.421941474605795,0.468046740349528,0.440341726488569,0.415937487464747,0.470845065087045,0.452950136319302,0.413025199252578,0.387669410465075,0.353072397187589,1.16108700368041,0.356955828091494
"result.9",1.16709018386232,0.912329354520147,0.945286857160926,0.914500906160949,0.920552438499841,0.923012667806767,0.931082239303342,0.949639260517672,0.911602002883468,1.2049213430397,0.587469204315521,0.435984247804709,0.46404544342787,0.446258489691408,0.437397905542417,0.44940531966327,0.473040233829423,0.476116467217273,0.435121074208043,0.45217622333833,1.94962133056195,0.467659633819949
"result.10",1.18677306980065,1.53615171407474,1.7446074276478,1.43476000974122,1.26720868602685,1.69803357811964,0.845153892028413,0.849124320522375,0.876237180540517,0.85965539267743,0.42222463478476,0.40531803466692,0.425100670122568,0.410947852623993,0.404900495436927,0.466386526089953,0.354793148076071,0.376339251845685,0.358021263597258,0.359321262849711,1.20468988048732,0.435941219031695
