"","loss_eta_l2","loss_eta_baseline1_l2","loss_eta_baseline2_l2","loss_eta_l1","loss_eta_baseline1_l1","loss_eta_baseline2_l1","loss_beta_l2","loss_beta_baseline1_l2","loss_beta_baseline2_l2","loss_beta_l1","loss_beta_baseline1_l1","loss_beta_baseline2_l1"
"1",0.225021655484575,2.30221029915506,0.226710864905299,0.396333614349982,5.29008657395929,0.476754426248004,0.779581686276402,2.7090820764887,0.726019140316337,1.91521976356417,5.34175772938744,1.77262525034873
"2",1.17353673288753,10.4321589411549,1.38743618424062,3.07779655030341,25.3520075572673,3.27966859483496,2.0354009323457,10.3295894766651,0.737872749854717,5.55010817763326,23.9207806518864,2.10899165692969
"3",0.904993553307081,1.19886611400054,1.09975335200966,2.02933036102783,2.18141113437981,2.30149246619766,1.68037486547129,1.34299570368118,0.639873659278642,3.77282574757872,2.68897361547676,1.67445054092937
"4",0.128660337567075,0.144060406039523,0.236361154234748,0.153272129603667,0.336480429823978,0.48476370868047,0.246706057173662,0.204671270391085,0.242903345158994,0.566173842740788,0.35948959597262,0.615857694555781
"5",0.430975029056003,1.57366593516061,0.516661804421245,0.807070757422023,3.71020602933544,0.787688827854305,0.500011682822982,1.67096932625049,0.645826129027983,0.918140410576192,3.85297174005191,1.32124426459787
"6",0.138076084315205,0.250063729286365,0.290355549734177,0.252255011546346,0.558610837511434,0.528727585100687,0.161919990763721,0.168432418422328,0.306052659450214,0.383734932302446,0.333892385120177,0.596894218965172
"7",0.175513459917724,0.316917804532022,0.493911037479324,0.247087365889589,0.794188486115242,0.865592621619032,0.321271753179517,0.288303118497898,0.570864285691689,0.7953143565592,0.625964631205976,1.25346838991203
"8",0.433233936725969,4.54415560952963,1.08727119461645,0.943231518357283,11.7970211224161,2.75169869277226,1.33147979733414,5.04805571744341,0.750747998966741,3.45927892139738,12.8084755236846,1.53575924413852
"9",0.365346656536732,6.6192244624776,0.329290556984607,0.546385641895223,16.1061964534371,0.593359524014377,0.326763181924651,6.60361650329689,0.273057539186389,0.568801422998133,16.1089230501917,0.545331657475098
"10",0.556857539534263,4.43479827056137,0.792643281314957,1.3222655599114,11.3704076907728,1.6178816118182,0.680196591746806,4.49099192678614,0.815593809213511,1.6286687342314,11.2729023880561,1.955351819883
"11",0.284888337704856,0.259980438225157,0.405195565843543,0.524408837742107,0.543499567256487,0.492195319977048,0.436025988787776,0.273886932636794,0.506979655521162,0.830002583844669,0.445024122847527,0.98408625153306
"12",0.255726039322697,0.315836217047022,0.348547772409336,0.354310167164591,0.586377515112353,0.465503040484636,0.234856965445843,0.210800119868627,0.314222006239562,0.528518368002643,0.353690189937261,0.639711241322688
"13",0.212430351081323,5.91425413610203,0.268045784603744,0.300160995731526,15.3990838550921,0.338591364629276,0.231008231429298,5.95983193366371,0.268912515625512,0.486803276659841,15.4393078111778,0.52523364555759
"14",0.256398410834036,0.492365823761189,0.25906026678872,0.631143731727553,1.11864526353602,0.507239790527865,0.319828603869848,0.521398414632021,0.233433458832677,0.873964438561226,1.10185973420578,0.559265722007846
"15",0.338110040562705,0.304279325895266,0.417463551724427,0.461713212622393,0.709657374235379,0.794295934353762,0.624486329715866,0.503591759369992,0.653315883873174,1.04569440123197,0.709318890595573,1.29334276784222
"16",1.06420694841214,1.25335106220441,1.30151013595791,2.6614266132445,2.99017897752256,3.15845386285437,1.82439422603622,0.132724983234331,0.378113759801254,4.53852502536736,0.261611461896077,0.832012977944887
"17",0.319340295285694,0.18439303069518,0.168231657691986,0.737408022722912,0.314518529013916,0.30763872752851,0.423566288502216,0.255577578416725,0.182390795233608,1.02785202865322,0.489737228991562,0.43825391271639
"18",0.222683678037599,0.382547563968562,0.209617865549567,0.33421129248648,0.803215804860773,0.473946243035883,0.357837007487387,0.301084944206938,0.251283314952887,0.778203091569317,0.624936715602644,0.56188071971709
"19",0.345441848985548,0.283449819916185,0.433393484931873,0.649803320315984,0.654689868717509,1.00330911492224,0.321935767147857,0.211102566366039,0.398762380388588,0.68147588382269,0.377200452348672,1.02315391633924
"20",0.266419337411658,0.261859406523331,0.44292843281474,0.396903284295641,0.620254922043876,1.02009689890907,0.371039174016946,0.211688441118299,0.465475187431511,0.7955023661219,0.395901581994791,1.22018323295388
"21",0.158583285463192,0.294387091787554,0.299173218464338,0.271610219229762,0.517351479675753,0.547803621427144,0.137791703438126,0.257956375087921,0.229857751183792,0.305695265598448,0.418188115127136,0.516108654071892
"22",0.222546933346239,4.8287908077197,0.415669192901539,0.395421850286308,11.3958466226676,0.678481700632574,0.18218671161429,4.91625373933187,0.418187195676483,0.43665352403011,11.5325310765575,0.735573044417982
"23",0.362051021495468,1.80988546416664,0.293104659095701,0.612330094567041,4.05470085547139,0.475998152749886,0.431776850478317,1.85324876254701,0.345725812437732,0.920348826745401,4.0245857956014,0.784016884928246
"24",0.413992902192598,1.06791687649455,0.595506533497596,0.848588584456558,2.38875426961612,1.15996606749874,0.504499745718894,1.09347625898854,0.657868491374954,1.20050303255889,2.30032990520145,1.3967264387582
"25",1.23333468434402,3.15720854114636,1.7518485379617,2.72380946035189,6.70180068353259,3.54771977362087,2.46168945065442,2.30524628746321,0.561207154879829,5.24284321342759,3.22659831297836,1.28717183169348
"26",0.92495548362416,1.17599482179092,1.37156855525323,2.22489646666019,2.53282792029944,3.51591008905694,1.80134259134882,0.355517115805618,0.51075918296832,4.71686129621996,0.739374944240852,1.06195481915521
"27",0.508066443401919,1.11564424607943,1.41985021588302,1.09190182575676,2.2826413543939,3.13480378333387,1.70221010854785,0.481705338021691,0.533960840022375,3.74429700753465,0.791446666674815,1.19920908045656
"28",0.185726854479601,0.385246450637827,0.157780225402777,0.27330478783478,0.721934708470523,0.317912840538135,0.275826275916083,0.338803176509407,0.231184452516294,0.51636543937517,0.682582471587922,0.43903358548175
"29",0.204411690347625,6.18365763266122,0.378139925109308,0.337947024137923,16.1846083732383,0.541565782036805,0.415249238306381,6.03949068213496,0.504721619333552,0.849998388448774,15.6305681973116,0.960552881202336
"30",0.373063333943818,3.40080167611558,0.773870955727344,0.52712116271083,7.47195045757054,1.44515612755022,0.512841347780933,3.41506610515983,0.894430942377146,0.974703969510285,7.3409037018558,1.89273893434967
"31",0.375913913639661,0.568466740139186,0.347188572833207,0.515937455391254,1.26542030541873,0.707390986936814,0.653522399698944,0.517016285149981,0.659587584397296,1.24993733777181,0.956052892008666,1.56582955565823
"32",0.3728478955397,0.242803399983862,0.238461460133423,0.592103838593978,0.563991210561865,0.465154710373229,0.47111523399043,0.281941008341,0.283785530249325,1.06262230674091,0.577408048029155,0.693637633656022
"33",0.305605689530053,5.04667856462438,0.207813000031,0.766026615128294,13.0165506256304,0.438534643339496,0.373710511890637,4.90590931645925,0.21683733250124,0.954220159142144,12.7136363002274,0.605240160865023
"34",0.212244810189324,0.340789272392966,0.288656199850498,0.538454097021055,0.755696719419832,0.361183418420463,0.387884226512156,0.337757580348372,0.383256410723053,0.916039084513501,0.724452138917783,0.839899325930931
"35",0.395458106899685,0.336691002537369,0.25041272007748,0.601754190822429,0.760326083061391,0.423969458027266,0.560684425695494,0.364678714661451,0.396513866217517,1.07302750871572,0.690992448179574,0.895242775920556
"36",0.428738465213168,2.93185816267011,0.85846952691894,0.856128557820722,6.02548449294451,1.44746061816914,0.895647239493608,2.42170786622947,0.582571627041272,2.05450266503934,4.76769225030599,1.30054385909267
"37",0.198330980251112,0.267319731960597,0.249567139044556,0.368815676540198,0.545672283264592,0.38704202074275,0.254080006007754,0.241620821823693,0.305600867091683,0.587280470638471,0.446138604136939,0.605506814841024
"38",0.318684786846113,3.08980669846593,0.288610310587996,0.535384841426293,6.5781340910603,0.744916307584831,0.647367748467067,3.24823821035997,0.688161085122923,1.54839615055497,6.97115279536009,1.75792761671351
"39",0.359609898498244,0.358464136458398,0.357547603347836,0.943899736452829,0.741317365251313,0.789617961476069,0.56077242740785,0.275643411405231,0.471378934271025,1.30736353963739,0.446151022011212,0.953542294544426
"40",0.10929896625856,4.26934726448597,0.155088291353979,0.211980676265284,8.90422152488826,0.271549403192343,0.211087814299017,4.21952177934445,0.223371745774291,0.47566566024095,8.72246758178223,0.541169012629703
"41",0.118752962905329,0.179571500413747,0.117727030297692,0.217226605956189,0.370853563257265,0.191587447220024,0.12089697886018,0.144042142375812,0.129281616407368,0.281865010788823,0.292003024544906,0.296752468197618
"42",0.483216814584617,5.78869925761426,0.091468928494819,0.927662893267677,14.3027900551209,0.125037745652041,0.465973999275521,5.81881893934125,0.22019627065572,0.950312846423373,14.4483049955609,0.42360263275071
"43",0.159581517667636,0.278790229846544,0.170621914451818,0.248625043465709,0.642237814428749,0.356838646985943,0.143973680945176,0.322294384853918,0.20723867636206,0.320613350839688,0.701547920256557,0.503768753977432
"44",0.165378412122661,0.166119440388044,0.110505551631274,0.273310361460095,0.419650234255131,0.18841315014045,0.176300989870597,0.15411376562708,0.118682951846869,0.37553017632104,0.332291048386859,0.254638961530727
"45",0.0590245186419383,0.340773865069128,0.334016992956887,0.0882943054149698,0.669197909745159,0.515412527607683,0.0876450293651499,0.36278029044053,0.369736651304517,0.20315436085739,0.675465011896557,0.726104892099844
"46",0.503704807079343,2.69506313460654,0.433542886745888,1.39243321948465,5.31579260651191,0.869158296089097,0.527933265607777,2.85520438477445,0.275832000177265,1.4797911774923,5.57388860962981,0.649553105474253
"47",0.402932200599215,1.01761628534581,0.52938741209541,1.00709040604566,2.2710153167445,0.973480642289926,1.04510106234369,1.16759767892449,0.538253498306947,2.56426646321582,2.4318402260726,1.19403162464403
"48",0.449539589622593,0.250409500887247,0.376145082504052,0.747915530788586,0.578484867657132,0.826239304600593,0.513887539624227,0.22576458554271,0.413268948938706,0.887365783480316,0.369000688379193,1.02342981718806
"49",0.580264487700481,4.3738497022627,1.34725065574792,1.22960514353227,10.8946662839678,1.76698940169346,0.596713146777318,4.78067120224917,1.07896171946591,1.4013062793663,11.9809225671928,1.82422996234629
"50",0.923730697830508,1.75411272564627,1.2191297312583,2.65106773313364,4.28720076829023,2.4261331279261,1.69568595301457,0.889611262593553,0.461188069375525,4.59575318457468,1.73515443495868,1.14347719298028
"51",1.18775867660358,1.25140572419092,1.33144420557816,2.9856509490475,2.74610175679511,3.33488690886213,1.64919162756964,0.339741502433892,0.577621593190438,4.56975327193402,0.75589161945986,1.31580230025171
"52",0.522581043609093,0.963302841500718,0.79174150205178,0.944952049871636,1.97558717175027,1.6143041958739,0.855903028576609,0.36841474380406,0.404559897889169,2.0752747193898,0.599568661278407,1.01554346424757
"53",0.312889572575266,0.348408901900513,0.394521608173779,0.43719845859806,0.690405687537928,0.629748875908933,0.366342714812535,0.360415751577724,0.455245537226975,0.771610992896298,0.536808339625183,0.964161410207171
"54",0.173267957241553,0.224672400034423,0.212865929431137,0.355518142297541,0.549182462314926,0.268414443126964,0.219606459910743,0.184512351593558,0.260798030698067,0.460052234839688,0.364340488001659,0.497794090762974
"55",0.491354577212862,5.26814005292316,0.646447169676293,0.711025372678171,12.4208085326952,1.29407097341049,0.581101197664745,5.31213448759915,0.714239836798225,1.20140899804154,12.0224703918292,1.56455331445781
"56",0.297412749923453,0.130362621386721,0.410393718723261,0.571938834105329,0.314075154350269,0.688287033731106,0.308351798383055,0.0259003742465503,0.433779094216223,0.703860446831677,0.0434952741657366,0.858458082237058
"57",0.292431141565725,0.610747149140873,0.352494102542966,0.442678337077175,1.17326123264311,0.618688489030022,0.456694420412275,0.437378998074193,0.440418744515197,0.814637363666652,0.7849072819367,0.779117238689418
"58",0.32065887241067,0.32395314870086,0.349387289722481,0.536112634885228,0.704433151548184,0.598165938882173,0.342639881023351,0.314089688611187,0.369080349889966,0.677801494847832,0.620442223990197,0.757859784428139
"59",0.253274914499674,0.38256089142112,0.397928327631354,0.39736336384008,0.783715651073161,0.877270249724963,0.331242823171277,0.379535532346337,0.412238012249212,0.827606916606856,0.757118406060452,1.08392298546965
"60",0.425916407659382,0.651111375302521,0.522452577806265,0.584472195936321,1.59657597003067,1.19566852365521,0.638409189829182,0.239259566217996,0.51601571532374,1.49198534245016,0.468677703019202,1.35035650115341
"61",0.773980662957583,13.1787262077563,0.77575668517737,1.48458338137257,31.8087650422669,1.53686154079026,0.788977980089585,13.219068586871,0.779579871176764,1.65266293690364,31.8832860991887,1.60699197605596
"62",0.281575940908919,6.09913885603003,0.371403532304462,0.584824094938037,16.9357391700739,0.718914529152768,0.340250141108895,6.17454201590899,0.42230337570195,0.758132960242895,17.1556974966611,0.906322749398306
"63",0.162133792469599,4.40319695978032,0.391462678116747,0.22813439019365,9.53846480432703,0.757178123444448,0.1329118401946,4.384042987905,0.320842065750419,0.30605652803558,9.46446824663253,0.669068096345369
"64",0.737753266743901,1.24719777748214,2.00183450109366,1.22886993892182,2.56505968255515,5.11674636937011,1.68864592929702,1.42203949512858,0.496250718120944,3.67947198991206,3.17758950738049,1.29344722209654
"65",0.291003712784548,6.73365532372505,0.240889432151194,0.4478492269056,16.7995671212516,0.488832440424509,0.31963539699764,6.56131584015063,0.351524573627827,0.770773654124164,16.4360533273528,0.811756867643073
"66",0.0589224332896953,0.336744324330077,0.317095255490737,0.0833102346760528,0.870883667833815,0.646416775554364,0.148608982406411,0.330758377172727,0.34101882067725,0.379905381045796,0.716792392879832,0.899147172217829
"67",0.252246505573231,0.268641539019202,0.210744574297079,0.48717298381835,0.598133039260843,0.470491025207337,0.282261763837151,0.316505554578553,0.213290322710172,0.726860708091433,0.658739505717533,0.491281454388009
"68",0.60372842539782,0.248912500286346,0.324102216908394,0.855552819828924,0.559778975637421,0.536239057526414,0.604817652638251,0.323101935950882,0.42575393124694,1.25659259977416,0.695346121585625,1.0421138620521
