"","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78"
"12","0.000427759106969461","-0.200702235102654","-0.236378327012062","0.0180079434067011","0.0632785335183144","-0.0135670388117433","-0.0975280180573463","-0.0182207766920328","0.0877705812454224","0.0619944669306278","0.0432052724063396","-0.0416693650186062","0.00477225240319967","-0.151596903800964","-0.0744878128170967","0.162060707807541","0.0965694859623909","0.0626547187566757","-0.044984370470047","-0.10383727401495","-0.0259510111063719","0.0548167452216148","-0.0948350727558136","-0.104212589561939","0.0381657443940639","0.0676654726266861","-0.0330574214458466","-0.00178263790439814","-0.11748693138361","0.132779330015182","-0.00924606714397669","-0.0463934578001499","0.0601158477365971","0.0846209526062012","-0.102681569755077","-0.109445914626122","0.0360705517232418","0.102249279618263","0.0591525249183178","0.0397530682384968","0.0429554060101509","0.0178380291908979","-0.0915892720222473","-0.0522657446563244","-0.0752342492341995","0.053188893944025","-0.139801144599915","-0.0153569355607033","0.172771424055099","0.0124740162864327","-0.0916839465498924","-0.00465882522985339","0.0674526542425156","-0.0969656854867935","0.0810689628124237","-0.0139777855947614","-0.0615994147956371","0.0231302194297314","-0.000249660603003576","0.0474571287631989","-0.0800019353628159","0.0913261845707893","0.100873582065105","-0.0366776883602142","0.0274792518466711","0.039423868060112","0.259505033493042","0.129324421286583","0.110766611993313","-0.0537186898291111","0.106523156166077","-0.0970815494656563","-0.0451670549809933","-0.117840148508549","0.034927424043417","0.0185151714831591","-0.00395438726991415"
"13","-0.00230924598872662","0.215348348021507","0.00823449715971947","0.0295589920133352","-0.091214045882225","-0.0367895103991032","0.156538188457489","-0.0647686794400215","0.171059742569923","-0.0768703669309616","0.0367414765059948","-0.0303156208246946","0.164596483111382","-0.128867641091347","-0.0302411615848541","0.0366420336067677","0.171225100755692","0.0607769526541233","0.027656365185976","0.133290350437164","-0.0624860599637032","-0.0754398629069328","-0.00844715908169746","-0.043433528393507","-0.147638410329819","-0.111334696412086","-0.072307400405407","-0.0572752021253109","0.0369706898927689","0.0323636308312416","-0.03081907145679","-0.0811740234494209","-0.071440078318119","-0.0163183603435755","-0.171075075864792","0.0383513420820236","0.134055212140083","-0.0299641285091639","0.0697421804070473","-0.037811916321516","0.104653649032116","-0.0695100724697113","0.139441952109337","-0.00607135612517595","0.116408795118332","0.0198019277304411","-0.0537708513438702","0.0954708755016327","-0.213658392429352","0.0206221863627434","-0.0571374148130417","0.0816957652568817","0.0283019281923771","-0.0816507190465927","0.00220841309055686","0.028340719640255","0.0842553079128265","0.019716914743185","-0.0199031066149473","0.08097805082798","-0.0490971878170967","-0.0226118862628937","-0.0529188327491283","-0.0652314573526382","-0.1219392567873","-0.143789827823639","0.11187618970871","-0.0093566095456481","0.0119466697797179","0.0380095951259136","0.127592206001282","-0.0793213471770287","0.118470966815948","-0.111393988132477","-0.0382133759558201","-0.0639704242348671","-0.00895127654075623"
"14","0.00403836881741881","0.0410094819962978","0.151954963803291","-0.100509971380234","-0.0177646391093731","0.132130742073059","0.0700976401567459","0.0699368938803673","0.118327185511589","-0.0517421402037144","-0.0214284211397171","0.0884876251220703","0.0219659097492695","0.0247071329504251","0.108897112309933","-0.0864565894007683","0.0744597688317299","-0.110024109482765","-0.0210323818027973","-0.01381472684443","-0.0563177391886711","-0.208530947566032","-0.030391501262784","0.172912240028381","0.0603553913533688","-0.0595590397715569","-0.063523955643177","-0.0146825425326824","-0.0253654234111309","-0.0467605739831924","-0.0158818941563368","0.0305213388055563","-0.0847270935773849","0.018848679959774","0.0391297303140163","0.0758632346987724","0.00949783716350794","-0.081643171608448","0.062897227704525","-0.0248862691223621","-0.0542551577091217","0.104621224105358","0.00849196221679449","0.00199874374084175","-0.0252969339489937","0.109758786857128","-0.0787930190563202","-0.067275807261467","0.144963681697845","-0.00658992677927017","-0.0251501016318798","-0.0799710899591446","0.13133279979229","-0.0811897963285446","-0.126143708825111","0.104990236461163","-0.113584168255329","-0.121098950505257","-0.00952925253659487","-0.1689123660326","-0.0485685057938099","0.0287579279392958","-0.0609195046126842","-0.00578230526298285","0.0403984226286411","0.17498143017292","0.231994166970253","0.0600846447050571","-0.0194433331489563","0.164202436804771","-0.0695511773228645","-0.0643118917942047","-0.0585893467068672","-0.0783612281084061","0.0314120166003704","-0.0922434628009796","-0.126066461205482"
"15","0.0476825125515461","-0.0143508454784751","-0.13023653626442","-0.0216910839080811","-0.054820828139782","-0.0165638029575348","-0.0247214790433645","0.121993981301785","0.0539604686200619","-0.101074106991291","-0.0648898482322693","-0.0552935004234314","0.0325474068522453","-0.0487378314137459","-0.0695970803499222","-0.194378226995468","0.0300959721207619","0.1451086550951","0.0598310008645058","0.0525382086634636","-0.128177121281624","0.107044830918312","0.0617192648351192","0.0458068363368511","0.0224520917981863","0.0352173745632172","0.00441490998491645","-0.105403102934361","-0.0264100283384323","-0.0662365183234215","-0.118088610470295","0.0901502147316933","-0.0545196644961834","0.0121106915175915","-0.0981583744287491","0.0419244952499866","-0.0722279474139214","0.0416868552565575","0.072863832116127","-0.121521845459938","0.0948407053947449","0.227823004126549","-0.00863181427121162","-0.0657264515757561","0.0177579689770937","0.0064838151447475","-0.102127395570278","0.00774712720885873","0.00640372186899185","-0.0196079071611166","0.036949098110199","-0.0505798570811749","0.172508329153061","-0.0203931387513876","0.0305239595472813","0.0797095224261284","-0.0975253134965897","0.0876224935054779","-0.0602942481637001","-0.0129771362990141","0.0229877773672342","0.150529310107231","-0.0931937843561172","-0.0153074506670237","0.0613734908401966","0.0568156912922859","-0.162465929985046","-0.0839949995279312","0.0743535235524178","-0.179494753479958","-0.0970375165343285","0.0421251766383648","0.212915048003197","0.0401724353432655","0.0699529647827148","-0.0295346360653639","0.117905139923096"
"16","0.105367049574852","0.181597247719765","-0.100377708673477","-0.0697923749685287","0.0133327404037118","0.0939442440867424","0.00906112790107727","0.136433929204941","-0.049795538187027","-0.00732474727556109","-0.0610842704772949","0.110818296670914","0.0761448442935944","-0.0230976585298777","0.0154964225366712","0.0967014655470848","-0.0378334783017635","0.0421753153204918","0.117329001426697","-0.0864755362272263","0.0644631609320641","0.0836379453539848","0.0949946716427803","0.052743274718523","-0.0415302030742168","0.118827320635319","-0.0112074362114072","-0.0191874522715807","-0.015415976755321","0.0406562387943268","0.138474360108376","0.029713336378336","-0.0238581504672766","-0.0160641726106405","0.000903388019651175","-0.0767977684736252","0.015760762616992","-0.0186301376670599","0.0249244254082441","0.0113776288926601","0.120059996843338","0.0954258814454079","-0.249686762690544","0.109625533223152","-0.0338438786566257","0.0181703548878431","-0.0113447662442923","-0.0618670880794525","-0.128566563129425","-0.0438867062330246","-0.0816166326403618","0.00239931349642575","0.0128351934254169","0.00749973114579916","-0.0508300140500069","-0.0558932423591614","0.00516275875270367","-0.0561875626444817","-0.100757859647274","0.0453906245529652","-0.156046435236931","-0.125174388289452","-0.0756573528051376","-0.0975195616483688","-0.0949657633900642","0.115556932985783","0.043108094483614","-0.111120760440826","0.0355568155646324","-0.0358362533152103","0.0343979522585869","0.207899078726768","-0.0644252225756645","-0.0340275466442108","-0.0759034901857376","0.0210546180605888","-0.116632558405399"
"17","-0.0413033366203308","0.0599924474954605","0.0247968919575214","-0.0523819699883461","-0.0648596361279488","-0.105539135634899","0.0614334270358086","0.0517239943146706","-0.0865375548601151","0.0312549360096455","-0.0992744565010071","-0.0721632614731789","0.185985654592514","0.0490797981619835","-0.000940847967285663","0.099158987402916","-0.00225876830518246","-0.0753375813364983","-0.0450264066457748","-0.0486460812389851","-0.0129000321030617","-0.00982353463768959","0.0488133765757084","0.0763342082500458","-0.0357167385518551","-0.126514106988907","-0.0887082442641258","0.0386797823011875","-0.116758078336716","0.136368170380592","-0.0140754859894514","-0.121708512306213","-0.0374856367707253","-0.0410313345491886","0.0337624624371529","0.0168584994971752","-0.124066755175591","-0.0355610921978951","-0.0762487053871155","-0.0539107285439968","0.0555871985852718","-0.0893779322504997","-0.0574382096529007","0.0178567320108414","-0.0110909584909678","0.0720838382840157","-0.0417848788201809","-0.025203961879015","0.0342041328549385","-0.0647612512111664","0.0507830157876015","-0.0180612169206142","0.0240430943667889","0.062089242041111","-0.088304191827774","-0.00843355618417263","-0.0128475213423371","0.0819933041930199","0.0515245124697685","-0.00336662423796952","-0.0420567542314529","0.0489066913723946","0.246782675385475","0.0974187701940536","0.0217592921108007","0.130069628357887","0.0277452915906906","-0.132080644369125","-0.114622183144093","-0.0634124577045441","0.0840002447366714","-0.0173641834408045","0.129097610712051","0.0233738329261541","0.117565169930458","0.0121628064662218","0.0722332447767258"
"18","-0.048409853130579","0.0940789952874184","-0.120928235352039","0.0185188930481672","-0.0433243438601494","-0.00198600674048066","0.015182813629508","-0.00934191234409809","-0.0606483407318592","-0.0598178058862686","0.115846507251263","-0.00270392675884068","-0.162903398275375","0.173041060566902","-0.00442953733727336","-0.098966546356678","-0.0156684536486864","0.0829775035381317","-0.0124830026179552","-0.0457809641957283","-0.0393164828419685","0.103215254843235","-0.0858844444155693","-0.077047310769558","-0.0296162869781256","-0.0206731855869293","0.00918290298432112","-0.0572015158832073","0.0114182271063328","-0.149421289563179","0.108212508261204","0.0477353446185589","-0.0656023621559143","-0.0714424699544907","0.0753606259822845","0.0255224425345659","-0.00142471806611866","-0.0275468658655882","0.014558644965291","-0.0819668471813202","-0.00308938464149833","0.0329101867973804","0.0525995567440987","-0.104038797318935","-0.0574646629393101","-0.0956167355179787","0.0509842447936535","0.015422385185957","-0.0222027786076069","-0.0716212093830109","0.107602886855602","-0.0240646041929722","0.0131556494161487","-0.0437284111976624","-0.0516508594155312","-0.0110224653035402","0.00165178917814046","0.0232681650668383","-0.00158847868442535","0.060193594545126","-0.0558154918253422","-0.00351644097827375","0.110284090042114","0.113903149962425","-0.0245783068239689","-0.00569842057302594","0.291153788566589","-0.0475668534636497","-0.0227753054350615","0.0540091581642628","0.06471948325634","0.0405735857784748","0.0286495983600616","-0.0159337930381298","-0.0194371659308672","0.0339002572000027","0.0620071850717068"
"19","-0.000917973695322871","-0.0823886841535568","0.102249272167683","0.0295771956443787","-0.0452979728579521","-0.0181018132716417","-0.0550656765699387","-0.0298987422138453","0.0390840284526348","-0.0631530955433846","-0.00208320491947234","0.0397258885204792","-0.00419528549537063","0.0953884646296501","0.0421685129404068","-0.0996950268745422","-0.00889925751835108","-0.0957562178373337","-0.0228413362056017","-0.0273249801248312","-0.0232168268412352","-0.0310930032283068","0.000268044881522655","-0.0738583207130432","-0.0361719466745853","0.0314842201769352","-0.019172627478838","-0.0224951431155205","0.0614509172737598","-0.0419587232172489","-0.0191549453884363","-0.0288192927837372","0.0829800888895988","0.06366216391325","0.024704659357667","-0.0766009911894798","0.0275169517844915","0.0479895807802677","0.070381835103035","0.0326107814908028","-0.0255754273384809","0.0138341896235943","-0.0265583731234074","0.023525470867753","-0.0826689377427101","0.0215335246175528","-0.0111122261732817","-0.0614231377840042","-0.130795001983643","0.0751737952232361","-0.148687288165092","-0.00262795365415514","-0.0548795573413372","0.0768548920750618","0.0559106916189194","0.0675918310880661","-0.0735129341483116","0.061698030680418","0.0367519408464432","0.00018484411702957","-0.0626813620328903","0.0460090599954128","0.0670820400118828","-0.0103427534922957","-0.0408522374927998","-0.0428228154778481","0.0681417658925056","-0.0723309889435768","0.0402645990252495","0.041491087526083","0.00128524110186845","0.0783335268497467","0.101473107933998","-0.020735053345561","0.0548010617494583","0.0367197133600712","0.0159654337912798"
"20","-0.0385453887283802","0.000397387455450371","-0.026224272325635","-0.0171834360808134","-0.0616123117506504","-0.0424873307347298","0.00414905417710543","0.100852750241756","-0.0178767200559378","0.0257221162319183","-0.00940161198377609","0.0155796781182289","-0.0430228747427464","-0.0156241804361343","0.0367015525698662","-0.00291337515227497","-0.00125919631682336","-0.0514745898544788","0.0249363221228123","0.0344322547316551","-0.0274704676121473","-0.0876011997461319","0.0204334892332554","0.0579347610473633","-0.0219866912811995","0.0272065792232752","0.0125831970945001","-4.26769111072645e-05","-0.0572052374482155","0.00594015698879957","0.0166972856968641","0.0765529796481133","-0.0214585587382317","0.0389487445354462","0.0482780039310455","0.0196652561426163","-0.0247339159250259","-0.00287210452370346","0.0147157544270158","-0.0291850604116917","0.0207310803234577","-0.0346267819404602","0.0154973519966006","0.027910316362977","0.00560721568763256","0.00888695381581783","0.00618271017447114","0.00185737607534975","0.0448467470705509","-0.00446627009660006","-0.121448308229446","-0.0280205234885216","-0.0107934130355716","0.0448737367987633","0.0317325107753277","0.00796949025243521","0.00173975666984916","0.0582187213003635","0.0234782081097364","-0.00716525735333562","-0.0281149540096521","0.0235298033803701","0.0492450594902039","-0.069833867251873","-0.0646710693836212","-0.0456998087465763","-0.0282631013542414","0.0259463805705309","0.0149498777464032","0.00841244217008352","0.033532802015543","-0.0272880624979734","0.0191417261958122","-0.00892529264092445","-0.050241082906723","0.0248440615832806","0.0605467110872269"
"21","0.0017020859522745","0.00395249715074897","-0.00175906030926853","0.00157249288167804","0.00505979917943478","0.00317323114722967","0.000831654178909957","-0.00939599424600601","-0.00221545598469675","-0.00297084217891097","0.00414415309205651","-0.00258175423368812","0.00134289427660406","0.00731486408039927","-0.0038599600084126","-3.31879709847271e-05","-0.000589985051192343","0.00753516238182783","-0.00310327811166644","-0.00567806279286742","0.00262327259406447","0.0126671604812145","-0.00426750211045146","-0.00681508192792535","0.00146342441439629","-0.00431124540045857","-0.00177833181805909","-0.000381873571313918","0.00534653570502996","-0.0033226222731173","0.00328699615783989","-0.00769685674458742","-0.000323559797834605","-0.007252246607095","-0.00215642293915153","-0.000801759015303105","0.00145709956996143","-0.00123593688476831","-0.00292172515764832","0.000386328203603625","-0.0017557191895321","0.00228928774595261","-0.000652750604785979","-0.00547447009012103","-0.00178253336343914","-0.00381545280106366","0.00130062270909548","0.000643077946733683","-0.00382461049593985","-0.0031865353230387","0.0174460113048553","0.00233465526252985","0.000111350003862754","-0.00583330634981394","-0.00629971129819751","-0.00295589072629809","0.000767025514505804","-0.00577645795419812","-0.00203886767849326","0.00313895335420966","0.00104611413553357","-0.00376957259140909","0.000810570258181542","0.0111004747450352","0.00575771275907755","0.00605518091470003","0.0113268634304404","-0.00458051078021526","-0.0044477479532361","0.000318195059662685","-5.85945090278983e-05","0.00387661368586123","-0.00175742362625897","0.00140045629814267","0.00412911782041192","-0.00131691293790936","-0.00465228455141187"
