"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181"
"1",8.88722,10.7868,7.91982,16.6279,7.88618,17.6105,10.9885,17.6034,13.065,10.2801,10.1745,10.6937,13.6712,5.98346,5.96963,13.1584,4.80209,12.0101,11.3558,9.52934,14.2202,9.12938,21.3426,6.91894,13.2837,15.5096,16.1805,24.9516,8.61123,9.63192,6.008,11.9191,10.4649,6.39023,10.9753,16.8478,10.8335,10.2066,11.2141,13.0829,4.81865,33.6125,9.46529,12.9853,7.91678,10.2488,8.66556,8.11644,8.00579,10.3826,8.13127,13.2751,12.7545,12.5161,18.1236,14.692,9.38931,17.1638,7.20375,7.33158,12.5473,5.30768,7.7501,12.3017,19.935,8.7813,11.5379,12.0401,19.2535,8.27825,19.1715,6.31298,10.1446,11.1999,10.8729,14.837,15.3623,15.6731,12.8232,12.5214,12.9654,14.1849,14.5002,15.6429,26.5073,15.5986,3.14189,9.04101,18.44,17.3351,14.8642,14.9888,15.4766,9.83561,7.88841,9.1989,7.4501,19.607,10.0025,13.2938,10.0286,18.7513,14.3479,5.00635,11.7367,13.7457,14.7346,8.35671,11.0605,15.5029,9.51294,13.5769,10.9898,21.2443,6.85188,10.9269,8.08018,13.2152,10.7579,12.8985,13.3977,11.9235,8.75489,6.6258,10.0516,11.0185,14.3976,14.262,4.59577,10.6784,15.7748,11.2032,26.8062,4.95441,15.2667,7.65507,6.12489,20.3386,15.8573,12.307,14.9228,3.49462,29.616,18.9811,11.1998,22.8201,24.8584,19.051,13.7261,20.5202,10.5722,5.64819,15.435,9.37631,12.4809,3.39487,8.96647,14.9933,12.5117,17.2906,8.67947,12.6042,14.1957,20.0369,16.0496,20.1925,17.285,13.0856,13.4103,14.0473,16.8692,8.70801,20.0608,14.5601,16.7224,10.6104,20.0483,12.1017,13.4805,12.8505
