"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193"
"1",23.7105,29.1783,33.3431,37.1733,14.0263,26.5164,25.1269,24.0267,33.976,24.8249,26.418,37.5354,32.0107,25.6333,22.2011,33.2888,35.7195,34.2531,19.3586,31.2708,48.6319,16.3557,19.3996,23.623,23.9901,21.4373,29.9678,26.4703,35.344,20.5431,25.1067,20.5926,36.2513,26.8746,23.5202,40.3954,36.9537,23.8391,28.4298,22.7119,28.8345,15.5386,18.6778,20.143,37.8898,37.0281,25.0724,30.6968,44.8937,39.9205,26.2997,24.5957,29.9356,29.8957,24.5815,20.9356,43.6685,13.0704,40.6553,26.5818,22.7457,35.0247,32.3917,26.4591,24.3729,19.7741,31.3969,33.9184,20.7523,21.6264,33.3284,36.1891,53.3729,32.298,40.9594,39.0403,14.4342,28.5924,22.1975,24.7759,28.2289,11.7175,17.9819,21.1922,17.2601,40.9266,13.6667,44.0675,30.8387,32.4397,27.416,15.9304,19.1735,23.2446,35.6972,43.1989,41.3264,30.9663,24.984,16.6261,39.9576,17.3116,27.3174,30.0729,23.5419,20.2451,31.4424,17.4472,33.0001,20.701,23.1906,33.9421,31.3284,45.7948,46.0521,26.6115,25.7997,30.9619,19.2092,39.2318,22.7912,33.2342,40.7813,30.0181,21.0364,13.4437,25.2684,20.2035,32.9201,30.0973,28.1838,21.7508,30.5114,24.3472,38.0452,40.4159,20.1364,35.1274,21.24,80.7226,23.8949,24.5131,28.0671,31.183,13.9899,13.6834,20.2613,14.3768,23.1396,36.8128,24.083,37.4732,41.3849,21.8418,23.7836,41.6732,28.0648,23.2288,32.3549,25.623,20.5193,38.9138,25.141,43.9742,26.7808,27.2757,29.816,43.0768,18.7668,31.0654,15.5773,25.8222,14.9894,22.2287,25.0544,18.3495,23.0537,37.9026,32.0032,37.0532,30.0364,48.2285,18.6996,16.65,23.0435,18.4152,30.3868,22.9225,20.0625,30.7604,27.7952,21.2917
