"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170"
"1",9.10671,30.9328,11.16,34.1672,9.64428,63.6392,2.37897,13.2201,7.17896,12.0611,3.53615,40.7871,35.779,84.8895,6.85814,95.8743,3.63089,6.234,9.38565,10.5297,14.7005,51.2465,57.9019,31.4599,9.70251,14.7604,16.6077,46.1839,53.8779,39.5236,81.1142,16.6837,24.7749,32.1968,43.9925,21.9142,3.70125,20.4959,67.2221,13.3889,8.17382,6.21081,75.1954,3.81447,2.98799,84.2927,17.581,17.4594,5.02412,19.9137,55.4576,26.5844,6.69829,27.0165,13.579,45.5319,36.4436,29.8204,14.839,14.9297,9.25207,14.99,9.43931,89.688,58.3712,3.76624,4.65386,40.3008,65.2699,10.6341,10.4794,6.81734,36.4784,11.5325,60.9878,32.7991,31.0513,20.0079,3.35385,95.6472,5.69921,10.9809,2.68784,39.0623,4.49992,15.6041,41.6539,11.6098,3.77357,18.5759,9.21595,9.34695,5.64511,56.0992,4.9267,12.8601,44.1723,29.0515,7.61106,43.5225,21.5967,46.09,11.1262,39.9181,73.3927,7.4651,17.1063,47.2875,58.151,26.5433,29.1769,54.8066,9.90333,10.4288,26.8892,11.5089,15.7259,32.4349,18.6313,41.5689,37.4234,77.2298,30.4199,25.9357,2.23365,13.3621,11.4962,4.28453,3.98562,26.3438,30.1978,13.1473,10.7883,27.4912,39.7825,15.2232,45.7653,38.4211,27.1791,43.0326,29.6346,49.6783,52.6968,32.9558,19.02,8.61367,21.2358,12.327,22.0325,6.32793,8.00826,38.6618,20.7407,6.38165,89.8219,16.1011,35.3318,22.3252,4.52916,10.6521,29.6263,10.7256,38.2475,5.63823,54.539,47.2619,6.98029,41.9921,44.0671,1.57421
