"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181"
"1",11.7796,9.49444,7.25125,6.28737,5.01872,6.48344,6.22296,5.30354,2.84215,1.63224,11.394,9.69793,5.4597,6.25572,4.47409,1.97311,16.3907,11.1313,7.80389,20.3517,17.251,5.53474,18.6799,9.08213,5.65509,5.96291,17.4526,13.1616,7.05857,8.7326,2.91379,6.45548,5.88181,2.0528,7.12135,6.28337,13.6696,3.60253,9.79044,18.0637,5.04213,5.42575,6.7626,10.2282,17.4698,6.79561,10.7316,3.50219,12.7038,18.4915,10.3983,12.089,8.47053,5.61782,6.23551,3.61987,10.8756,16.3216,26.7458,8.86715,10.1688,9.558,13.2706,8.34371,7.04505,11.7586,10.0137,8.72966,5.57895,6.06296,10.8551,5.37721,19.4983,8.81443,8.47253,6.29686,7.03082,7.90872,5.72263,11.0969,13.768,14.4036,7.3504,9.25396,6.98647,5.69659,8.54542,16.0079,6.59025,13.6166,14.6677,7.00617,7.2613,6.00148,5.48241,10.2295,7.36461,3.65015,9.74649,14.0272,18.5359,12.9723,12.6931,5.19577,13.2514,12.1779,8.50198,4.02906,6.14447,4.55404,12.156,2.32151,3.11399,10.1581,5.98248,8.95349,10.2841,9.29461,6.72743,4.9341,29.6194,4.86294,9.0758,21.0569,12.0689,4.039,10.5763,4.34948,7.89184,18.0503,22.6223,26.9421,16.5554,3.79817,5.18699,21.7385,19.3659,14.1934,9.78276,5.27067,3.47646,4.98177,3.19596,11.2086,24.6891,7.95853,7.1794,10.0534,11.0212,6.2722,7.43777,11.5925,12.7452,6.94687,5.48735,7.42629,7.19409,17.4495,8.39143,6.82028,15.1162,2.62824,14.5213,4.87056,8.58094,3.22184,6.842,5.13721,6.51881,22.6388,7.21849,4.99099,5.02401,2.39481,3.44155,3.24074,4.01521,3.72613,4.71517,9.28759
