"","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153"
"2","0.0812644","-0.0101073","-0.0139178","-0.0136922","-0.0130843","-0.0136063","-0.0136139","-0.0144716","-0.0145729","-0.0133724","0.0966961","-0.0128603","-0.0138946","-0.00511895","-0.0152706","-0.0138282","-0.0132151","-0.0147385","-0.0135179","-0.0129568","-0.0148659","-0.0128418","-0.0140072","0.0873337","0.0804579","-0.012534","-0.0151865","-0.0138095","-0.0137878","-0.0150201","0.0803212","-0.0128803","0.0946992","0.0133004","-0.0142058","-0.0110759","-0.0134009","-0.0128091","-0.0141958","-0.0138753","-0.0135053","-0.0145708","-0.0136412","-0.0139329","-0.013867","-0.00541874","-0.0139265","-0.0124816","-0.0137337","-0.00745836","-0.012404","-0.0137033","0.0708911","-0.01351","-0.0142346","-0.014002","-0.0127575","-0.0146968","-0.0142214","-0.0113218","0.0202501","-0.0142839","-0.0129931","-0.0144514","-0.0138502","-0.0140091","0.070468","-0.0130697","-0.0131983","-0.0127888","0.0792764","0.0971958","-0.0138152","-0.0132736","0.0880037","0.0899288","-0.00927739","-0.0131403","-0.0145621","-0.014909","0.100456","-0.0141337","0.0029448","-0.0132205","-0.0153021","-0.0139415","0.0588505","-0.0134459","-0.0128486","-0.0121134","-0.0144176","-0.0138288","-0.0126929","-0.0145927","-0.0132931","-0.0135244","-0.014745","0.0895712","-0.0149077","-0.0103732","-0.0134381","-0.00813135","-0.0133813","0.0607733","-0.0136392","-0.0134137","-0.0131419","-0.014859","-0.00957291","-0.0126696","-0.0145564","-0.0135779","0.0852849","0.0205766","-0.013476","-0.0121141","0.101775","-0.00730343","-0.00925295","-0.0132689","-0.0126976","-0.0138532","-0.0137737","-0.0133512","-0.012546","-0.0136479","0.0927424","-0.0132223","-0.0142603","-0.0141881","0.0885032","-0.0136038","-0.0131128","-0.0145757","-0.0140828","-0.0148479","0.0922881","0.0991489","0.0765777","-0.0141765","-0.0131333","0.0821779","-0.0150581","-0.0136597","0.0543982","-0.0141886","-0.0147737","-0.0122129","-0.0129001","-0.0148915","-0.0122032","-0.0114114"
"3","-0.0125619","0.00301952","-0.0107305","-0.0061008","-0.00193526","-0.00469006","-0.00789801","-0.00882034","-0.00559742","-0.00413493","-0.0165942","0.000227404","-0.00366158","0.0589018","-0.00827982","-0.00469904","-0.00599885","-0.00690606","-0.00287366","-0.00659226","-0.00447236","-0.00878295","-0.00897438","-0.00963543","-0.0136014","-0.0036141","-0.00310346","-0.00668563","0.00136103","-0.00482382","-0.00964818","-0.00524646","-0.00806582","0.219412","-0.00693281","-0.00446065","-0.00515724","-0.00413179","-0.00237456","-0.00559947","-0.00215133","-0.00860429","-0.00408814","-0.00669287","-0.0074366","0.0189801","-0.00399594","-0.00486686","-0.00619501","-0.00423121","-0.00641849","-0.00341326","-0.00796641","-0.000431864","0.00175112","-0.00454661","0.00393996","-0.00192172","-0.00590181","-0.000619471","0.279104","-0.000648546","-0.00734098","-0.0089276","-0.000155805","-0.00656225","-0.0141268","-0.00362432","-0.00162304","-0.00380494","-0.014807","-0.0117339","-0.00646304","-0.00278144","-0.0162442","-0.0103146","-0.000707296","-0.00378477","-0.00403644","-0.00480592","-0.016535","-0.00773448","0.0750152","-0.00348572","-0.00453968","-0.00486388","-0.0111954","-0.00359048","-0.00652214","-0.00618941","-0.00549615","-0.00712161","-0.00242864","-0.0102759","-0.00897742","-0.00564319","-0.00520544","-0.00983448","-0.00488242","-0.00554307","-0.00577159","0.0049493","-0.00291274","-0.0115231","-0.00463286","-0.0054221","-0.00464545","-0.00850888","-0.00334883","-0.00203479","-0.00493841","-0.00385577","-0.0136267","0.281579","-0.00595356","-0.00299004","-0.0145727","0.00268043","-0.00597463","-0.00192851","-0.00124717","-0.000803156","-0.00401356","0.000280767","-0.00516946","-0.00377137","-0.01145","-0.00744723","-0.00583823","-0.000925982","-0.0128495","-0.00289335","-0.00647066","-0.00716216","-0.00273793","-0.00814423","-0.0102473","-0.0134076","-0.0119966","-0.00771193","-0.00511106","-0.013468","-0.00284337","-0.000741037","-0.00441362","-0.000523939","-0.00490935","-0.00443765","-0.00466363","-0.00698672","-0.00610532","-0.00205756"
"4","0.00485877","0.011768","0.0001134","-0.00858372","0.0128119","0.00514725","0.00337802","-0.0154968","-0.0132785","-0.0170804","-0.00189748","-0.0124394","-0.0144066","-0.0484808","-0.0415406","-0.00136317","0.0163965","-0.0210226","0.00845124","0.0025059","-0.028585","-0.0103919","0.00159847","0.000342988","-0.00837146","0.00292572","-0.0331173","0.00776363","-0.0363909","-0.0155353","-0.0014372","-0.0142723","-0.010092","-0.00532608","-0.0209859","0.0547485","-0.00462033","0.0223272","-0.0252022","-0.00774771","-0.0277235","-0.00469799","-0.0183434","-0.0236552","-0.0113178","0.00718892","0.00950208","0.00938025","-0.0161447","-0.0130672","0.0186468","-0.033088","-0.0140891","-0.00776547","-0.0276289","0.0261627","-0.0448074","-0.0178857","-0.00636009","0.0632987","0.00205775","-0.0138728","-0.00439354","-0.0146446","-0.0251212","-0.0138","0.00223029","-0.0190009","-0.0139725","7.02734e-05","-0.0136684","-0.00404133","-0.0124646","-0.0153079","-0.0123934","0.00121076","0.0775535","-0.0358582","-0.00926576","-0.0140584","-0.00389374","0.00123036","0.0607505","-0.00248098","-0.0333675","-0.0073835","-0.0127265","-0.0008427","0.00209617","0.00597681","-0.0155857","-0.0171979","0.0308822","-0.00226758","-0.00893329","-0.00611967","-0.0260947","0.00393719","-0.02323","0.0582549","0.0141215","0.103744","-0.0174676","-0.0118776","0.0042923","-0.00960686","-0.0124905","-0.0178617","0.0616602","0.0310479","-0.015951","-0.010836","-0.000177429","0.00539897","-0.00599629","-0.00423891","0.00111862","0.135668","0.0406799","-0.0104598","-0.0131487","-0.0212249","-0.0213315","-0.00937322","8.00385e-05","-0.00566536","-0.0094687","-0.00866968","-0.00352658","-0.0138975","-0.00430413","-0.0116461","-0.0101654","-0.0245017","0.00100222","-0.0366631","-0.00591376","-0.0105265","-0.0143169","-0.00399856","0.0049409","-0.0113365","-0.00656803","-0.0419052","-0.0150694","-0.00715816","-0.0317237","0.0241816","0.0242372","0.00874892","-0.0199164","0.0650958"
"5","-0.00356523","-0.0187535","0.0113482","0.0106818","0.00114547","0.0163537","0.00118868","0.0196945","-0.0026953","0.00377586","0.00488798","0.00223622","0.00387151","-0.100565","0.00867589","-0.00321716","-0.00318233","0.00611932","0.00226611","0.00564448","0.00412799","-0.00330098","0.00322508","0.00895644","0.00474378","0.00248153","0.000619303","0.00628964","0.0191495","-0.00628309","-0.000906289","0.00278218","-0.00560443","0.07089","0.005928","-0.00951244","0.000840324","-0.00717338","-0.00237291","-0.0114916","0.0248203","0.00491861","-0.00432693","-0.000297941","0.00941802","-0.0504224","0.00935921","-0.00164433","0.017848","-0.00235079","-0.000700998","0.0157789","0.00836825","0.0101262","0.0133973","-0.00812833","0.000228524","-0.00318328","0.00439025","-0.0146046","0.122694","0.00965364","0.00360165","0.00804167","0.0150656","0.00734186","0.00199717","-0.0150965","0.0184373","0.00874175","-0.00023638","-0.00217042","0.0225731","0.00178867","-0.000509419","0.0117087","-0.00407656","0.0104133","0.00684495","-0.000485296","0.00150076","-0.00225527","0.00809722","0.00323382","0.00405443","0.0108439","0.00267415","-0.00534287","0.00285029","-0.00656224","0.0174878","0.0180006","-0.0056922","-0.00695721","0.00406166","0.000553566","0.0116566","0.0041434","-0.00278829","-0.00178691","0.00595579","-0.0155098","0.00950532","0.0101412","-0.00485878","-0.00884223","-0.000873584","0.00947224","-0.00663264","0.00373449","-0.00333543","0.0026464","0.00657468","0.117675","-0.00119783","-0.00564532","0.0036319","-0.0153378","-0.00699209","0.00100841","0.000775544","-4.36805e-06","0.00887105","0.010667","-0.00750403","0.00135045","0.0126116","0.00105912","-0.00201603","0.00120953","-0.000191514","0.00739878","-0.00266083","0.00234725","-0.00470871","0.00263307","-0.00415992","-0.00475939","0.00261283","0.0101237","0.00964012","0.00116893","0.00366321","0.00911859","-0.00320082","0.0102877","0.00427856","-0.0124234","0.00608898","-0.00153746","0.0157412","-0.00674441"
"6","0.0036979","-0.0104479","-0.0102912","-0.0194132","-0.00675658","0.00778634","-0.00946917","-0.0221243","-0.0372344","-0.0318162","-0.000714031","-0.00931786","-0.0187014","-0.0208153","-0.00341831","-0.00401863","-0.0059696","0.0381737","-0.0195962","-0.0211803","0.0378595","-0.00834036","-0.029697","-0.00341619","0.00119142","-0.0268212","0.131083","-0.0186459","0.128228","-0.00858532","0.000221309","-0.0362401","0.00327092","-0.00190482","-0.0144125","-0.00557139","-0.0109043","-0.01764","0.109827","-0.0102848","0.111757","0.0205021","-0.0270612","-0.0314885","-0.0438617","0.00125683","-0.0128425","-0.0360478","-0.0136656","0.0110312","-0.030945","0.153726","-0.0156667","0.0400961","0.0966302","-0.000195202","0.0321884","0.00838737","-0.0410393","0.000772162","-0.017937","0.00214347","-0.0069278","-0.0256201","0.128349","-0.0170144","-0.00322383","-0.0194449","0.0980015","-0.026143","0.000504282","0.00384488","-0.0389533","-0.0167896","-0.00808105","0.00707208","-0.00509091","-0.0377381","-0.0212967","-0.0362562","0.00980172","-0.0232423","0.0421177","-0.0257259","-0.0301936","-0.0143559","0.00419218","-0.00636352","0.00186425","0.0295978","-0.00994617","-0.0143006","0.00906143","-0.0157385","-0.0245225","0.0111396","-0.00344976","-0.00599726","-0.0308792","-0.0139016","-0.0175772","0.0837616","0.0442384","-0.0082356","-0.0252884","-0.0106943","-0.0239439","-0.0550426","-0.0254386","0.0390838","-0.0250981","0.0362424","0.00955663","-0.0208183","-0.0366045","-0.00912653","0.00531846","0.0086885","0.00478298","0.0109627","-0.0147826","-0.00139259","0.0218472","0.107072","-0.0397495","-0.0324763","0.0141299","-0.010942","0.00152979","0.048836","0.00313121","0.0829957","-0.0342188","0.0672499","-0.042468","-0.0313359","0.0134618","0.00839175","0.00444115","-0.0326834","0.00239894","0.00201131","-0.0181347","0.0384276","0.00266924","-0.0219255","0.00464544","0.00755383","-0.0246446","-0.0201429","0.00336442","-0.0184107"
"7","-0.0315500646829605","-0.0497646331787109","0.0326373316347599","0.0492332987487316","-0.0529915802180767","-0.052816528826952","0.0227892436087132","0.00855446048080921","-0.0542407520115376","0.00477827433496714","-0.0675508081912994","-0.0266951993107796","0.0322782211005688","-0.0274129863828421","-0.0585702620446682","0.0356308557093143","-0.0636413618922234","-0.028018532320857","0.041787326335907","0.0121777215972543","-0.0431603565812111","0.0172091014683247","0.0161457154899836","0.0335561521351337","0.00508680706843734","-0.045431163161993","-0.029630932956934","0.00348736555315554","-0.0636730194091797","-0.023203918710351","-0.045781459659338","-0.0543293617665768","0.0341530591249466","-0.00836541131138802","-0.0347479470074177","-0.0536837317049503","0.038628350943327","0.0390804521739483","-0.0715376809239388","0.0212942957878113","-0.0315832234919071","0.0894486010074615","0.0473526939749718","-0.00141983130015433","-0.0404960811138153","-0.0096549391746521","-0.0147497793659568","0.0434458963572979","0.0521183647215366","-0.0505353510379791","0.0183460377156734","-0.0558823421597481","0.0448617599904537","-0.0589298382401466","-0.0245018098503351","-0.0757676586508751","0.0568222030997276","-0.01643006503582","0.0782126411795616","0.0825565233826637","0.0579497255384922","-0.0522881001234055","0.0038982646074146","-0.0648051798343658","-0.0392292626202106","0.00744979688897729","-0.0470177158713341","-0.0357106439769268","-0.0215310081839561","-0.0761865451931953","0.0105641447007656","0.0389426313340664","0.0405674912035465","-0.011244191788137","-0.00163812900427729","0.0224910173565149","0.0140621587634087","0.00308967661112547","0.0802474394440651","-0.00247217016294599","0.0324726924300194","0.0225244592875242","0.0417982451617718","0.0427858643233776","0.0396421775221825","0.0489484891295433","-0.0358321033418179","0.0820946469902992","-0.0293513368815184","-0.0145399337634444","0.0456543490290642","0.00371863623149693","0.0210578590631485","-0.053462527692318","-0.0404054410755634","0.0789153948426247","-0.0739818140864372","0.0325147621333599","0.0383914820849895","-0.0343140959739685","-0.0496304593980312","0.0198459085077047","-0.0157158970832825","0.0485444143414497","-0.0212067384272814","0.084654726088047","0.0291068535298109","-0.0233609434217215","-0.0106600690633059","-0.0572599805891514","0.081516869366169","-0.0859775990247726","0.0364092923700809","-0.0485117398202419","-0.000843128596898168","0.0090975072234869","0.0613610185682774","0.0276087820529938","0.0157218500971794","0.0229405127465725","0.0394856408238411","0.0409474410116673","0.0423287563025951","-0.0617129504680634","0.0325383804738522","-0.0143698612228036","-0.0247825719416142","0.0618003569543362","-0.0148604055866599","-0.0624970979988575","0.0625507310032845","-0.0608277730643749","-0.0123513415455818","0.000399555981857702","0.0476858094334602","-0.00658631743863225","0.0129581540822983","0.0326785854995251","-0.0143130160868168","-0.0450637340545654","-0.0260440614074469","-0.0117311412468553","-0.0855311527848244","-0.0557581558823586","0.0232986491173506","0.0654017850756645","0.053410466760397","0.026439631357789","0.0520130656659603","0.0363991186022758","0.0230916012078524","-0.0575898662209511"
"8","0.018272016197443","0.0872325897216797","-0.0390276238322258","0.0688432082533836","0.0207365825772285","0.0720558241009712","-0.0960249677300453","0.0653248652815819","0.0464817024767399","0.00218384992331266","0.0429032184183598","0.0415073484182358","0.0561993345618248","0.0195550825446844","0.033592090010643","-0.0555689670145512","-0.0135325035080314","-0.0507130175828934","0.0495868474245071","0.0122720813378692","-0.0044460347853601","-0.0185638573020697","0.0158730987459421","0.0179646369069815","0.0852712392807007","0.0532115250825882","0.0231127273291349","0.00412438111379743","0.00671471748501062","-0.037055030465126","-0.0649988353252411","-0.0554186142981052","0.0156098594889045","-0.0976881310343742","0.0597764067351818","-0.00556541001424193","-0.0332354642450809","0.0431747697293758","0.0668115317821503","-0.04042948782444","0.0174151342362165","0.0110556008294225","0.0326531268656254","0.0139433443546295","-0.104141362011433","-0.151244699954987","-0.03727887570858","0.0239168871194124","0.025182930752635","0.0505341589450836","-0.022985365241766","0.0557671412825584","0.00115555874072015","0.0785030648112297","0.0805920660495758","-0.0972340032458305","0.0308053251355886","-0.103167407214642","0.0563812404870987","0.0787230879068375","0.0466479659080505","0.0758910179138184","0.0508796274662018","0.0127647463232279","-0.00703280093148351","-0.0252440925687551","-0.0492657534778118","-0.0441633984446526","0.0555016435682774","-0.100331321358681","0.0517826192080975","0.0665612816810608","-0.163218021392822","-0.00374034279957414","0.0405089743435383","0.0565372817218304","0.0369260869920254","-0.141026183962822","0.0181582812219858","-0.0776299834251404","0.0392646603286266","0.0481536611914635","0.0604652054607868","0.0345281362533569","-0.138267830014229","-0.0389025136828423","-0.0789385065436363","-0.0828232914209366","-0.0140161523595452","-0.0216681882739067","-0.0810493528842926","0.036744836717844","0.00277698365971446","0.0456904284656048","0.0734522342681885","0.0285172071307898","0.0655370354652405","-0.0333987139165401","-0.058030541986227","-0.0744423195719719","-0.101098760962486","0.0788311138749123","-0.00828791875392199","0.0105154532939196","-0.0659807920455933","-0.00743333529680967","-0.0233700536191463","-0.00884946901351213","-0.160473212599754","0.00248048803769052","-0.0449861921370029","0.0432856827974319","0.0358785055577755","-0.0499490909278393","-0.126323118805885","-0.0936771035194397","0.0344192199409008","0.0203154757618904","0.0414504893124104","-0.0795752853155136","0.0014049505116418","0.0592573992908001","0.0251870136708021","-0.036333080381155","-0.0155248371884227","-0.0316281877458096","0.049808107316494","0.0219180304557085","0.0699225887656212","0.0456878170371056","0.0302721429616213","0.0922969207167625","0.038179412484169","-0.0585765652358532","-0.0135323777794838","-0.157022565603256","-0.102943412959576","0.0309552792459726","-0.0229646302759647","-0.00266649224795401","0.014841727912426","0.0292926225811243","-0.00463223736733198","0.0107710724696517","-0.0044571622274816","0.014290071092546","-0.0284662526100874","0.0743823349475861","0.0357780419290066","0.0182575210928917","0.0556387193500996","0.0819808021187782"
"9","-0.00345174712128937","0.00450531579554081","-0.0043980092741549","0.0321119502186775","0.0122326603159308","-0.0479253605008125","0.0198074318468571","0.0539284907281399","0.035489097237587","0.0720570310950279","0.0647154152393341","0.0571877993643284","-0.0201404504477978","-0.0599418766796589","-0.00168897770345211","0.0512903854250908","-0.00678391847759485","-0.0695544257760048","0.0113323535770178","-0.00246688816696405","-0.0590172968804836","0.0169535838067532","0.0376594625413418","-0.0218088608235121","0.076668493449688","-0.0476261004805565","0.0843488648533821","0.0675312951207161","0.00430383533239365","0.0500178337097168","0.0882625356316566","-0.0118595082312822","0.0372908003628254","0.0129310535266995","-0.0728274062275887","0.00567385088652372","-0.000354259129380807","0.0460419729351997","-0.0157181974500418","0.029912706464529","-0.0769439786672592","-0.0429410748183727","0.0403668507933617","0.0180237740278244","-0.0727782920002937","0.0605304129421711","0.00990815088152885","0.00724335853010416","0.00221603084355593","0.0286512430757284","-0.0702968537807465","0.0747768059372902","0.0465379655361176","-0.0301182847470045","0.0126821082085371","0.0423771254718304","-0.00170414603780955","-0.0710359960794449","0.0242296475917101","0.0469625145196915","0.0092666344717145","-0.0323659889400005","-0.0493457615375519","-0.0246715880930424","0.0330862663686275","0.027961004525423","0.103396750986576","0.0516699999570847","0.0480148829519749","0.0654559284448624","0.037842508405447","0.0666140168905258","-0.0112493932247162","0.0283429529517889","0.0055389073677361","0.0388019979000092","-0.128612115979195","0.0186087023466825","0.0193264316767454","-0.055533055216074","0.0211544074118137","0.115392915904522","-0.0413995236158371","-0.140275090932846","-0.0482679083943367","0.0339480265974998","0.0814981758594513","-0.0255921967327595","-0.0878737941384315","-0.0309887584298849","-0.0819199234247208","0.0435121394693851","-0.0102404169738293","0.0289126075804234","-0.128937497735023","-0.0273603610694408","-0.0243452228605747","0.0248101353645325","-0.0738088563084602","-0.025400560349226","0.118450440466404","0.0507743917405605","0.012887111864984","-0.0408784337341785","0.0734953656792641","0.00517372088506818","0.0222288481891155","-0.0424673743546009","0.00741151487454772","0.0367516055703163","-0.0517820231616497","0.0536371171474457","0.0499782934784889","-0.017813028767705","0.0156053937971592","-0.0463639348745346","0.00381339155137539","0.0343382954597473","-0.012611348181963","-0.0554639063775539","0.0303959157317877","0.0134342415258288","-0.028149638324976","-0.0611516870558262","0.037590354681015","0.00891064293682575","0.00500484183430672","0.0298197045922279","-0.116677418351173","-0.141762927174568","0.0136438002809882","-0.0359063372015953","0.0149848079308867","0.00193420390132815","-0.0113374851644039","-0.0972798019647598","-0.0469819419085979","0.079965628683567","0.0145503859966993","-0.0152942361310124","0.0686780586838722","-0.264279067516327","0.021907290443778","-0.0190986394882202","0.0387687534093857","0.0286840572953224","-0.0543715506792068","-0.0712463185191154","-0.139058262109756","0.0272521544247866","0.0818127170205116","-0.0488808080554008"
"10","-0.0471057072281837","-0.00559104373678565","0.105777561664581","-0.00324038695544004","0.0850712954998016","-0.00225490354932845","0.0780523866415024","-0.0141081679612398","-0.00463288370519876","0.0395105481147766","0.011992858722806","0.04001609608531","0.0205325614660978","-0.0500300675630569","0.042258083820343","0.0363632589578629","0.0674842447042465","-0.0538079403340816","0.0661546364426613","0.101976700127125","-0.0986397042870522","0.060403048992157","-0.015698216855526","-0.0757860019803047","0.0815474614500999","0.060218159109354","0.0198384951800108","-0.00392210343852639","0.02249725908041","-0.00691739981994033","-0.0414400435984135","-0.0220713578164577","-0.0377385169267654","-0.0696427077054977","0.0865784734487534","-0.0115221403539181","-0.0297089982777834","-0.00599753111600876","0.0728370100259781","0.0801031589508057","0.0506752915680408","-0.00112865900155157","-0.0240447949618101","0.107327185571194","-0.0474007241427898","-0.0201613325625658","-0.0800262838602066","-0.0774280056357384","-0.0391334779560566","0.0708779916167259","-0.102221876382828","-0.0329002998769283","0.000204035997739993","0.00448676897212863","0.0841021537780762","0.0161001775413752","-0.0319755971431732","-0.0051363967359066","-0.0458203926682472","0.0177052039653063","-0.0437914654612541","0.0388297960162163","-0.0250704698264599","0.00156936037819833","-0.0917886570096016","0.0689204931259155","-0.0716420412063599","-0.0884891450405121","-0.104319222271442","0.0417199805378914","0.0815604105591774","-0.0078557301312685","0.0924594178795815","0.0448340252041817","0.0107989441603422","-0.0393917188048363","0.0992342829704285","0.0556934662163258","-0.0178190227597952","0.0400297492742538","0.0296585224568844","0.0179999656975269","0.0815859660506248","-0.0129567096009851","0.0153190363198519","-0.0289327893406153","-0.0570855885744095","-0.0043182959780097","-0.0459647178649902","-0.131801784038544","0.103585764765739","-0.0174381155520678","-0.0240504872053862","0.00130303995683789","-0.0587656907737255","0.00976675096899271","0.029923427850008","-0.0461983978748322","0.0954841747879982","-0.0703513771295547","0.0824894830584526","-0.0108112990856171","-0.091710701584816","-0.0838961452245712","-0.0626882314682007","-0.0243428703397512","-0.0702204927802086","-0.0556883811950684","0.050708219408989","0.028125561773777","-0.0233502201735973","0.0785637944936752","-0.0352681279182434","-0.0171832889318466","0.055160541087389","0.0285414550453424","-0.0379401445388794","-0.0150072630494833","-0.0582920573651791","-0.0602016374468803","-0.0405409783124924","-0.00584039837121964","-0.0284955743700266","-0.00956546980887651","-0.0618469230830669","0.0649434030056","0.0896615609526634","0.0091956676915288","-0.12099552154541","-0.0125325359404087","-0.00125740491785109","0.0178036391735077","-0.0696517825126648","0.0731780529022217","-0.0991586968302727","-0.0106345703825355","0.0321378633379936","-0.0177330430597067","0.0202442184090614","-0.124399431049824","-0.0964205637574196","0.00897929910570383","-0.00793629419058561","-0.123005338013172","0.0852180570363998","0.00494419736787677","0.0382312498986721","0.0423655547201633","0.109168365597725","0.0917841866612434","0.033118050545454","0.0307217240333557"
"11","0.0315999016165733","-0.0297632981091738","-0.0457194223999977","-0.0529079288244247","-0.0340990088880062","-0.0556059628725052","0.123563259840012","0.0852359905838966","-0.0533849857747555","-0.111954405903816","-0.0521798022091389","0.0456093549728394","-0.0183776672929525","0.0121271200478077","-0.0808583274483681","0.0646590888500214","-0.0499486960470676","0.15671880543232","0.102304905653","-0.0183705985546112","0.0351920463144779","0.0894604846835136","0.0134811149910092","-0.0299712251871824","0.00662541296333075","-2.75122365565039e-05","-0.00788485165685415","-0.0676858946681023","0.0093696154654026","0.0471833609044552","0.00228816433809698","-0.0270210225135088","0.0430429615080357","0.0583882220089436","0.0248869210481644","-0.0150627642869949","0.0684946477413177","0.00886220391839743","0.0664027109742165","-0.0554584786295891","-0.181968912482262","0.0292751397937536","-0.0158833563327789","0.028553269803524","-0.131556034088135","-0.0330983512103558","-0.110481187701225","-0.0256815403699875","-0.0502889826893806","-0.0655923113226891","-0.116145670413971","-0.0903560519218445","0.0878779292106628","0.0492499880492687","0.0973611623048782","0.0166232995688915","0.0106912488117814","-0.0325924940407276","0.0193444769829512","0.0313123911619186","-0.0415951684117317","0.012878879904747","-0.0322408974170685","0.090872511267662","0.0409454889595509","0.00411803647875786","0.118061482906342","0.0235879234969616","-0.0991899594664574","-0.00573402410373092","0.0708281993865967","0.00795055087655783","0.0263735055923462","-0.148226097226143","0.0199437998235226","0.0335881114006042","-0.0592412687838078","-0.0345930829644203","0.0549966655671597","0.0258489772677422","-0.0520230866968632","0.0776519253849983","0.125071689486504","-0.0551931783556938","-0.0172756370157003","-0.00580252008512616","0.0823708772659302","-0.0090370699763298","0.0629880428314209","-0.028154656291008","-0.0145724741742015","0.0608729980885983","-0.0720254555344582","-0.0944825261831284","0.159101903438568","-0.0270144883543253","-0.0280262716114521","0.0971347838640213","0.00616134284064174","-0.0187840424478054","0.051840003579855","0.0903410315513611","0.0218170285224915","-0.0621537864208221","0.0514635816216469","-0.0304697938263416","0.0560141950845718","0.10402450710535","-0.043489720672369","-0.0414829291403294","-0.0582552626729012","-0.0539663434028625","0.059414841234684","0.0726895108819008","0.00273803132586181","0.0515862442553043","-0.0943302363157272","-0.0189560577273369","0.0237696580588818","-0.0657255798578262","-0.0886310636997223","-0.00303475465625525","0.0604214146733284","0.0253139734268188","0.0768387615680695","-0.0555693320930004","-0.00409124698489904","-0.0384352169930935","-0.00561314914375544","0.13460735976696","-0.0736010074615479","-0.0818833187222481","0.00204059085808694","0.0253557655960321","-0.0487993322312832","0.0111889829859138","-0.00364613556303084","-0.0837312862277031","-0.0629494860768318","-0.0644699111580849","-0.0863243564963341","0.00384917226620018","-0.0381715558469296","0.0769957974553108","-0.0266709104180336","-0.0546334944665432","-0.00486560072749853","0.140156835317612","-0.0549145080149174","0.0181813333183527","0.0174157228320837","-0.00164078804664314"
