"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153"
"1",49.63,97.8249,30.4574,37.3863,50.7107,79.8026,23.4473,43.2541,99.3499,37.9956,88.3885,51.4302,51.0668,77.3344,108.148,19.4311,80.9245,25.8595,39.077,30.8174,38.076,35.763,41.0986,51.0143,47.3093,44.6483,33.0312,22.9263,51.5043,60.4325,25.7794,50.5974,27.8074,31.1538,71.8211,54.822,34.3499,36.8915,52.5903,38.0536,65.3882,26.296,34.4711,30.7565,49.3308,18.1259,84.0484,30.9262,47.577,69.4777,49.7703,41.2163,29.4049,52.2235,47.5774,41.4674,49.0805,56.4102,37.2154,63.7446,36.2426,72.7346,50.6534,44.1048,75.5446,31.1856,27.6916,56.3985,103.954,29.1081,50.5255,48.1547,15.9329,28.7801,64.6527,48.1415,54.2616,31.3797,33.0538,49.6237,58.4103,33.3937,44.9913,41.0657,27.4629,24.9178,23.5075,14.9212,47.0436,67.2496,32.5691,44.4299,58.7595,90.5897,66.371,44.1394,55.5675,28.5987,19.9428,24.8146,20.9611,48.7346,43.3715,47.9639,35.7192,20.9878,44.4813,47.9595,18.3003,45.9684,30.6599,70.1303,37.0262,48.9361,21.7001,25.6636,38.492,44.2514,70.5137,59.7376,24.6318,33.6931,30.1804,38.3287,47.0822,40.7589,88.2814,34.9774,58.3451,52.4162,40.9236,52.5766,70.2877,26.5088,25.0499,22.3977,20.1475,40.7777,41.7211,58.0105,64.8412,32.5134,72.3925,53.3539,31.8487,27.143,26.5717,44.1248,42.0827,46.0402,29.0752,71.7607
