"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268"
"1",25.1804,7.09813,22.7935,14.1426,13.639,17.5968,48.3334,6.67711,19.266,16.8843,29.1857,4.71235,11.1743,29.1879,21.8097,63.5753,7.19613,25.4219,5.96765,97.5379,8.57197,34.5534,48.0207,18.7102,21.2365,11.3386,12.0245,16.4683,51.3762,10.2298,23.2097,38.7483,3.17156,14.2046,13.6645,10.9709,28.5818,14.2101,26.9902,22.6034,17.9061,26.3229,35.9537,38.6763,21.5999,7.59223,21.3076,32.4537,8.04951,7.7965,30.1388,16.6684,22.3521,33.584,19.0629,34.8177,19.9044,31.9616,14.1169,22.7924,7.71928,15.2577,34.7876,74.2923,9.83987,17.4247,5.2915,4.00823,11.7186,13.6286,27.7322,46.4207,25.8799,19.3806,24.4435,24.5546,4.35538,7.32457,22.3601,5.98445,19.8369,16.5902,22.7542,26.314,6.82568,23.2978,16.0707,25.96,21.9749,17.7333,51.2427,49.4838,39.8722,20.8023,31.5301,11.7398,4.49834,18.7174,27.7636,45.2437,48.0623,12.7452,41.29,15.5281,26.7683,38.7668,4.94664,32.4298,44.3094,27.2851,41.9769,60.9456,5.93321,12.244,20.8224,17.8809,7.47505,16.6669,24.4791,19.7523,7.62364,27.5553,35.3051,16.7079,19.1085,64.0068,25.2129,36.6489,4.11537,13.6222,17.2601,7.21925,18.2699,27.5125,4.32833,16.0997,4.0825,21.5438,11.3218,21.3726,13.9873,8.54059,13.9558,18.4738,7.27076,7.26862,13.6977,13.909,9.36806,22.5586,14.251,21.5714,13.3036,9.21494,12.0883,26.638,125.821,5.84242,24.8568,14.4787,21.0371,12.9328,11.0444,20.8302,18.7742,11.9535,15.4273,9.67673,9.43001,43.7364,37.2275,14.2537,9.77305,18.431,23.4968,9.64683,26.1146,29.411,7.15653,15.8007,30.8374,16.5719,40.2748,19.4414,29.6127,6.02039,40.8957,21.526,3.20895,12.8323,11.1802,11.4475,12.8081,14.0129,18.6263,17.655,24.0683,8.32925,28.89,18.0517,16.9341,25.857,17.2664,6.38408,1.85768,13.6835,10.3328,10.4033,11.1532,6.13401,22.1887,49.5467,15.0867,18.9725,18.2193,9.62781,16.8712,3.07267,26.2395,15.0351,23.8793,7.02733,26.4697,14.0401,8.10091,33.0866,9.08351,25.7236,9.94005,21.885,15.8576,17.0322,11.2394,2.64086,17.7798,9.45473,5.33496,8.49972,18.2008,12.8878,36.737,35.6413,12.8687,66.238,38.8249,38.4565,39.4483,16.5806,27.8318,53.3577,16.3259,16.2161,34.5328,22.4031,22.2527,7.83026,19.9784,13.5695,29.6512,12.1574,11.2779,73.3635,17.0838,8.88411,35.5948,19.8799,43.4935,21.5093
